FeedbackID,StudentID,FeedbackDate,Rating,FeedbackText
FB10693,ST10247,2026-07-21,5,The academic resources are very helpful.
FB10694,ST10865,2025-03-04,4,The faculty members are very supportive.
FB10695,ST10650,2025-12-31,5,The placement training has been useful.
FB10696,ST10844,2025-02-13,5,I am satisfied with the learning experience.
FB10697,ST10704,2025-08-07,3,The learning experience is neither good nor bad.
FB10698,ST10245,2025-04-04,4,I am satisfied with the learning experience.
FB10699,ST10252,2025-03-11,3,The facilities are satisfactor.
FB10700,ST10476,2025-08-13,5,The placement training has been useful.
FB10701,ST10663,2024-09-25,5,The workload is too high.
FB10702,ST10164,2024-11-03,5,The courses are well structured and helpful.
FB10703,ST10809,2026-05-11,5,The academic resources need improvement.
FB10704,ST10564,2024-12-31,5,The courses are well structured and helpful.
FB10705,ST10802,2026-06-27,5,The courses are well structured and helpful.
FB10706,ST10617,2024-09-17,5,The courses are well structured and helpful.
FB10707,ST10919,2026-06-10,4,The academic resources are very helpful.
FB10708,ST10407,2025-03-31,4,The academic resources need improvement.
FB10709,ST10863,2025-05-24,4,The courses are well structured and helpful.
FB10710,ST10535,2026-05-02,3,Some aspects of the program are useful.
FB10711,ST10973,2026-01-25,3,Some aspects of the program are useful.
FB10712,ST10258,2025-04-17,4,The courses are well structured and helpful.
FB10713,ST10615,2025-07-14,5,The faculty members are very supportive.
FB10714,ST10853,2026-03-14,4,The placement training has been useful.
FB10715,ST10958,2024-11-16,4,I am satisfied with the learning experience.
FB10716,ST10180,2024-10-30,5,The faculty members are very supportive.
FB10717,ST10419,2026-06-10,4,The practical sessions are excellent.
FB10718,ST10503,2026-03-29,4,The academic resources are very helpful.
FB10719,ST10325,2026-07-10,4,The placement training has been useful.
FB10720,ST10987,2024-09-22,5,I am satisfied with the learning experience.
FB10721,ST10487,2024-08-25,3,The facilities are satisfactor.
FB10722,ST10022,2026-06-10,3,Some aspects of the program are useful.
FB10723,ST10036,2024-12-03,3,The academic resources need improvement.
FB10724,ST10819,2026-01-15,3,The academic resources need improvement.
FB10725,ST10940,2026-01-02,3,The courses are okay but could be improved.
FB10726,ST10260,2024-12-28,5,The faculty members are very supportive.
FB10727,ST10925,2025-04-30,5,The placment training needs serious improvement.
FB10728,ST10548,2025-05-22,5,The practical sessions need complete overhaul.
FB10729,ST10398,2026-07-13,5,The placement training has been useful.
FB10730,ST10309,2025-07-23,5,I am satisfied with the learning experience.
FB10731,ST10216,2025-12-13,5,The workload is too high.
FB10732,ST10938,2025-03-14,5,The faculty members are very supportive.
FB10733,ST10809,2026-07-01,5,The courses are well structured and helpful.
FB10734,ST10483,2026-03-10,3,The facilities are satisfactor.
FB10735,ST10735,2024-10-29,4,The courses are well structured and helpful.
FB10736,ST10716,2025-06-03,5,The courses are well structured and helpful.
FB10737,ST10431,2026-05-13,3,Some aspects of the program are useful.
FB10738,ST10756,2025-05-11,4,The academic resources are very helpful.
FB10739,ST10781,2025-01-07,4,The academic resources are very helpful.
FB10740,ST10646,2024-11-14,4,The academic resources are very helpful.
FB10741,ST10004,2025-06-25,5,The academic resources are very helpful.
FB10742,ST10322,2025-06-24,4,The courses are well structured and helpful.
FB10743,ST10256,2025-08-07,4,The academic resources are very helpful.
FB10744,ST10868,2025-03-17,5,The placement training has been useful.
FB10745,ST10463,2026-05-29,4,The academic resources are very helpful.
FB10746,ST10267,2025-06-13,5,The practical sessions are excellent.
FB10747,ST10819,2026-02-04,5,The courses are well structured and helpful.
FB10748,ST10377,2026-06-09,4,The placement training has been useful.
FB10749,ST10022,2025-08-24,4,The placement opportunities are not sufficient.
FB10750,ST10663,2026-05-01,3,The courses are okay but could be improved.
FB10751,ST10929,2025-07-11,4,The placement training has been useful.
FB10752,ST10269,2026-01-03,3,The courses are okay but could be improved.
FB10753,ST10051,2026-07-07,5,The placement training has been useful.
FB10754,ST10153,2026-04-28,4,The faculty members are very supportive.
FB10755,ST10970,2024-12-25,5,The courses are well structured and helpful.
FB10756,ST10792,2024-11-13,5,The practical sessions need complete overhaul.
FB10757,ST10848,2024-11-28,3,The overall experience is average.
FB10758,ST10230,2026-02-09,3,The courses are okay but could be improved.
FB10759,ST10969,2026-03-05,3,The faculty support could be better.
FB10760,ST10295,2024-10-02,3,The learning experience is neither good nor bad.
FB10761,ST10134,2026-06-04,4,I am satisfied with the learning experience.
FB10762,ST10844,2024-12-19,4,The academic resources are very helpful.
FB10763,ST10429,2024-11-06,4,I am satisfied with the learning experience.
FB10764,ST10298,2025-07-07,4,The workload is too high.
FB10765,ST10633,2026-07-26,5,I am satisfied with the learning experience.
FB10766,ST10597,2025-11-19,3,The learning experience is neither good nor bad.
FB10767,ST10088,2025-08-27,5,I am satisfied with the learning experience.
FB10768,ST10998,2026-05-03,3,The courses are okay but could be improved.
FB10769,ST10731,2025-11-02,5,The placement training has been useful.
FB10770,ST10075,2026-01-26,4,The courses are well structured and helpful.
FB10771,ST10341,2025-07-24,4,The practical sessions need complete overhaul.
FB10772,ST10931,2025-01-05,4,The practical sessions are excellent.
FB10773,ST10006,2025-12-05,5,The practical sessions are excellent.
FB10774,ST10310,2025-06-08,5,The academic resources need improvement.
FB10775,ST10380,2026-04-15,4,The practical sessions are excellent.
FB10776,ST10595,2025-05-23,5,I am satisfied with the learning experience.
FB10777,ST10953,2025-12-05,4,The placement training has been useful.
FB10778,ST10092,2024-09-09,5,The practical sessions are excellent.
FB10779,ST10146,2026-06-18,4,The faculty members are very supportive.
FB10780,ST10131,2026-01-31,5,The faculty members are very supportive.
FB10781,ST10949,2026-07-02,5,The faculty members are very supportive.
FB10782,ST10530,2026-05-31,5,I am satisfied with the learning experience.
FB10783,ST10755,2026-03-05,5,The workload is too high.
FB10784,ST10570,2026-07-11,5,The academic resources need improvement.
FB10785,ST10652,2024-11-27,3,The overall experience is average.
FB10786,ST10194,2025-08-28,4,I am satisfied with the learning experience.
FB10787,ST10037,2026-08-02,5,I am satisfied with the learning experience.
FB10788,ST10447,2025-09-01,4,The placement training has been useful.
FB10789,ST10453,2024-11-13,5,The academic resources are very helpful.
FB10790,ST10469,2026-07-08,4,The academic resources are very helpful.
FB10791,ST10127,2025-07-03,5,I am satisfied with the learning experience.
FB10792,ST10185,2025-07-26,5,The academic resources need improvement.
FB10793,ST10521,2024-09-22,5,The placement opportunities are not sufficient.
FB10794,ST10913,2024-10-06,3,The courses are okay but could be improved.
FB10795,ST10598,2025-03-09,3,The placment training needs serious improvement.
FB10796,ST10539,2026-01-08,3,The courses are okay but could be improved.
FB10797,ST10427,2025-04-19,3,The workload is too high.
FB10798,ST10787,2024-08-27,5,The courses are well structured and helpful.
FB10799,ST10027,2026-02-16,4,The academic resources are very helpful.
FB10800,ST10404,2026-06-23,5,The courses are well structured and helpful.
FB10801,ST10158,2026-01-26,5,The placement training has been useful.
FB10802,ST10465,2025-09-29,3,The facilities are satisfactor.
FB10803,ST10609,2026-04-06,3,The facilities are satisfactor.
FB10804,ST10994,2026-03-18,5,The practical sessions are excellent.
FB10805,ST10333,2025-11-08,5,The academic resources need improvement.
FB10806,ST10929,2026-03-03,5,The placement opportunities are not sufficient.
FB10807,ST10133,2025-10-30,5,The courses are well structured and helpful.
FB10808,ST10331,2025-02-07,3,The overall experience is average.
FB10809,ST10561,2026-01-20,3,The practical sessions need complete overhaul.
FB10810,ST10095,2026-06-27,4,I am satisfied with the learning experience.
FB10811,ST10989,2025-05-07,3,The learning experience is neither good nor bad.
FB10812,ST10092,2025-09-25,4,I am satisfied with the learning experience.
FB10813,ST10398,2025-09-28,3,The facilities are satisfactor.
FB10814,ST10663,2026-02-03,3,The courses are okay but could be improved.
FB10815,ST10124,2026-02-13,5,The placement training has been useful.
FB10816,ST10926,2025-12-11,3,The courses are okay but could be improved.
FB10817,ST10368,2024-10-30,3,The facilities are satisfactor.
FB10818,ST10525,2025-07-20,5,The placement training has been useful.
FB10819,ST10488,2026-01-13,5,The practical sessions are excellent.
FB10820,ST10093,2026-03-05,3,The facilities are satisfactor.
FB10821,ST10629,2025-02-27,5,The academic resources are very helpful.
FB10822,ST10096,2025-08-27,5,The faculty members are very supportive.
FB10823,ST10693,2025-05-13,4,The academic resources are very helpful.
FB10824,ST10954,2026-01-15,4,The academic resources are very helpful.
FB10825,ST10298,2026-01-25,5,The courses are well structured and helpful.
FB10826,ST10308,2025-12-29,5,I am satisfied with the learning experience.
FB10827,ST10862,2025-06-12,5,The placement training has been useful.
FB10828,ST10583,2024-12-11,4,The courses are well structured and helpful.
FB10829,ST10526,2026-05-31,5,The placement training has been useful.
FB10830,ST10097,2026-05-21,5,The academic resources are very helpful.
FB10831,ST10364,2025-10-25,4,The courses are well structured and helpful.
FB10832,ST10117,2026-07-11,3,The learning experience is neither good nor bad.
FB10833,ST10184,2025-12-07,3,The learning experience is neither good nor bad.
FB10834,ST10047,2024-09-29,5,The academic resources are very helpful.
FB10835,ST10322,2024-08-27,5,The placement training has been useful.
FB10836,ST10639,2025-12-30,5,The faculty support could be better.
FB10837,ST10990,2026-08-13,5,The workload is too high.
FB10838,ST10217,2024-12-17,5,The academic resources are very helpful.
FB10839,ST10893,2025-09-14,3,The learning experience is neither good nor bad.
FB10840,ST10548,2026-06-08,4,The placement training has been useful.
FB10841,ST10014,2025-08-17,5,The placement training has been useful.
FB10842,ST10709,2026-06-10,5,The academic resources are very helpful.
FB10843,ST10311,2025-09-07,3,Some aspects of the program are useful.
FB10844,ST10370,2026-06-24,3,The learning experience is neither good nor bad.
FB10845,ST10824,2024-12-24,4,I am satisfied with the learning experience.
FB10846,ST10015,2024-10-15,4,The courses are well structured and helpful.
FB10847,ST10880,2026-03-24,4,The placement training has been useful.
FB10848,ST10666,2025-09-03,4,The academic resources are very helpful.
FB10849,ST10089,2025-04-24,4,The placement training has been useful.
FB10850,ST10486,2025-02-21,4,The courses are well structured and helpful.
FB10851,ST10925,2025-05-02,5,The academic resources are very helpful.
FB10852,ST10987,2025-03-22,5,The courses are well structured and helpful.
FB10853,ST10600,2024-09-26,5,The faculty members are very supportive.
FB10854,ST10053,2025-09-15,5,The courses are well structured and helpful.
FB10855,ST10426,2025-02-06,5,The academic resources need improvement.
FB10856,ST10593,2025-10-19,5,The practical sessions are excellent.
FB10857,ST10038,2025-12-30,5,The placement training has been useful.
FB10858,ST10238,2025-06-08,3,Some aspects of the program are useful.
FB10859,ST10020,2025-06-27,4,The faculty members are very supportive.
FB10860,ST10275,2026-05-14,4,The practical sessions need complete overhaul.
FB10861,ST10911,2025-02-16,5,The placement training has been useful.
FB10862,ST10460,2024-10-18,3,The overall experience is average.
FB10863,ST10166,2025-08-09,5,I am satisfied with the learning experience.
FB10864,ST10353,2025-07-29,4,The practical sessions are excellent.
FB10865,ST10602,2026-05-02,4,The faculty support could be better.
FB10866,ST10944,2025-11-06,3,The learning experience is neither good nor bad.
FB10867,ST10135,2025-08-01,3,The academic resources need improvement.
FB10868,ST10729,2024-10-25,5,The placement training has been useful.
FB10869,ST10816,2026-06-14,4,I am satisfied with the learning experience.
FB10870,ST10290,2025-09-09,3,The overall experience is average.
FB10871,ST10684,2025-07-31,4,I am satisfied with the learning experience.
FB10872,ST10161,2025-04-20,3,The overall experience is average.
FB10873,ST10813,2024-11-18,5,The placement training has been useful.
FB10874,ST10241,2025-09-08,4,The courses are well structured and helpful.
FB10875,ST10368,2026-03-19,4,The faculty support could be better.
FB10876,ST10694,2026-01-07,4,The practical sessions are excellent.
FB10877,ST10827,2024-08-31,4,The placement training has been useful.
FB10878,ST10633,2024-11-05,4,The practical sessions are excellent.
FB10879,ST10499,2025-06-27,5,The faculty members are very supportive.
FB10880,ST10788,2025-07-04,5,The practical sessions are excellent.
FB10881,ST10918,2024-09-14,4,The academic resources are very helpful.
FB10882,ST10724,2025-10-24,5,The placement training has been useful.
FB10883,ST10986,2025-10-18,5,The placment training needs serious improvement.
FB10884,ST10999,2024-08-18,4,The practical sessions are excellent.
FB10885,ST10844,2026-05-21,4,The practical sessions are excellent.
FB10886,ST10172,2024-10-27,3,The courses are okay but could be improved.
FB10887,ST10933,2026-04-24,5,The academic resources are very helpful.
FB10888,ST10726,2025-11-30,5,The practical sessions are excellent.
FB10889,ST10751,2025-12-11,5,The workload is too high.
FB10890,ST10663,2025-12-26,4,I am satisfied with the learning experience.
FB10891,ST10869,2025-04-11,4,The placement training has been useful.
FB10892,ST10252,2026-07-10,4,The practical sessions need complete overhaul.
FB10893,ST10350,2025-09-16,4,I am satisfied with the learning experience.
FB10894,ST10273,2025-10-28,5,The placement training has been useful.
FB10895,ST10645,2025-01-25,3,The courses are okay but could be improved.
FB10896,ST10772,2026-01-08,3,The learning experience is neither good nor bad.
FB10897,ST10807,2026-01-21,5,The placement training has been useful.
FB10898,ST10941,2025-08-07,5,The placement training has been useful.
FB10899,ST10967,2025-05-09,4,I am satisfied with the learning experience.
FB10900,ST10735,2025-05-27,4,The placment training needs serious improvement.
FB10901,ST10087,2026-05-21,4,The placement training has been useful.
FB10902,ST10445,2024-09-29,4,The courses are well structured and helpful.
FB10903,ST10925,2026-05-14,5,The academic resources are very helpful.
FB10904,ST10430,2025-02-07,5,The academic resources are very helpful.
FB10905,ST10739,2026-06-04,3,The facilities are satisfactor.
FB10906,ST10009,2025-08-05,3,The placement opportunities are not sufficient.
FB10907,ST10626,2025-05-02,3,The academic resources need improvement.
FB10908,ST10414,2025-10-27,5,I am satisfied with the learning experience.
FB10909,ST10715,2026-04-06,5,The academic resources are very helpful.
FB10910,ST10795,2025-12-12,4,The faculty members are very supportive.
FB10911,ST10038,2025-11-26,4,The placement training has been useful.
FB10912,ST10533,2025-08-20,4,The faculty support could be better.
FB10913,ST10219,2026-02-25,5,The practical sessions are excellent.
FB10914,ST10534,2026-01-10,4,The academic resources are very helpful.
FB10915,ST10024,2025-05-27,5,The practical sessions are excellent.
FB10916,ST10248,2026-02-25,5,The faculty support could be better.
FB10917,ST10744,2025-08-04,4,The practical sessions are excellent.
FB10918,ST10750,2024-11-14,5,The faculty members are very supportive.
FB10919,ST10643,2024-11-01,4,The courses are well structured and helpful.
FB10920,ST10775,2026-03-30,3,The overall experience is average.
FB10921,ST10460,2026-01-11,4,The academic resources are very helpful.
FB10922,ST10465,2025-02-06,4,I am satisfied with the learning experience.
FB10923,ST10359,2024-08-19,4,The academic resources are very helpful.
FB10924,ST10732,2025-05-10,4,The academic resources are very helpful.
FB10925,ST10108,2025-05-20,4,The practical sessions are excellent.
FB10926,ST10843,2026-05-24,3,The learning experience is neither good nor bad.
FB10927,ST10101,2025-12-23,5,The placement training has been useful.
FB10928,ST10084,2026-05-01,4,The placement training has been useful.
FB10929,ST10488,2025-04-01,5,The courses are well structured and helpful.
FB10930,ST10694,2025-10-17,5,The practical sessions are excellent.
FB10931,ST10893,2025-09-27,5,The placement training has been useful.
FB10932,ST10451,2025-06-04,3,The learning experience is neither good nor bad.
FB10933,ST10750,2026-02-14,3,The workload is too high.
FB10934,ST10148,2024-11-08,5,The placement training has been useful.
FB10935,ST10133,2024-09-22,5,The placement opportunities are not sufficient.
FB10936,ST10884,2026-07-15,4,The academic resources are very helpful.
FB10937,ST10467,2024-12-23,4,The academic resources are very helpful.
FB10938,ST10967,2025-09-04,5,The courses are well structured and helpful.
FB10939,ST10113,2024-12-05,5,The practical sessions are excellent.
FB10940,ST10042,2026-05-18,5,The courses are well structured and helpful.
FB10941,ST10313,2026-02-25,5,The faculty support could be better.
FB10942,ST10302,2026-03-17,4,I am satisfied with the learning experience.
FB10943,ST10803,2026-03-01,5,The courses are well structured and helpful.
FB10944,ST10911,2025-07-01,5,I am satisfied with the learning experience.
FB10945,ST10003,2024-11-09,4,The faculty members are very supportive.
FB10946,ST10892,2025-03-03,5,The placement training has been useful.
FB10947,ST10580,2025-12-05,5,The faculty members are very supportive.
FB10948,ST10487,2025-01-17,5,The placement opportunities are not sufficient.
FB10949,ST10136,2025-01-10,3,Some aspects of the program are useful.
FB10950,ST10652,2024-11-19,5,The placement training has been useful.
FB10951,ST10153,2026-08-10,5,The faculty support could be better.
FB10952,ST10092,2026-06-10,3,Some aspects of the program are useful.
FB10953,ST10420,2025-06-19,5,The placement training has been useful.
FB10954,ST10554,2025-02-01,5,The academic resources are very helpful.
FB10955,ST10754,2025-08-07,4,The courses are well structured and helpful.
FB10956,ST10725,2026-05-20,5,The academic resources are very helpful.
FB10957,ST10575,2026-04-16,3,Some aspects of the program are useful.
FB10958,ST10088,2025-01-13,4,The practical sessions are excellent.
FB10959,ST10981,2026-02-25,5,I am satisfied with the learning experience.
FB10960,ST10515,2025-05-07,5,The placment training needs serious improvement.
FB10961,ST10675,2024-11-09,5,The workload is too high.
FB10962,ST10986,2026-03-29,4,I am satisfied with the learning experience.
FB10963,ST10850,2025-07-05,3,Some aspects of the program are useful.
FB10964,ST10455,2024-09-23,5,The practical sessions are excellent.
FB10965,ST10412,2026-08-07,4,The placement training has been useful.
FB10966,ST10349,2025-12-22,4,The placement training has been useful.
FB10967,ST10881,2026-05-30,5,The placement training has been useful.
FB10968,ST10094,2026-01-22,4,The courses are well structured and helpful.
FB10969,ST10293,2025-11-18,4,The faculty members are very supportive.
FB10970,ST10158,2024-11-21,4,The placement training has been useful.
FB10971,ST10061,2026-04-09,3,The facilities are satisfactor.
FB10972,ST10186,2026-07-11,5,The courses are well structured and helpful.
FB10973,ST10400,2025-08-02,5,I am satisfied with the learning experience.
FB10974,ST10915,2025-08-08,4,The placement training has been useful.
FB10975,ST10054,2026-01-11,4,The practical sessions are excellent.
FB10976,ST10505,2025-11-18,5,The practical sessions are excellent.
FB10977,ST10973,2025-09-13,5,The courses are well structured and helpful.
FB10978,ST10476,2024-11-30,5,The courses are well structured and helpful.
FB10979,ST10030,2025-09-09,4,I am satisfied with the learning experience.
FB10980,ST10276,2024-08-21,4,The practical sessions are excellent.
FB10981,ST10253,2025-10-03,3,The courses are okay but could be improved.
FB10982,ST10312,2026-03-12,4,The placement training has been useful.
FB10983,ST10867,2024-09-24,3,The courses are okay but could be improved.
FB10984,ST10802,2025-10-21,3,The faculty support could be better.
FB10985,ST10554,2026-08-14,3,The workload is too high.
FB10986,ST10551,2025-07-20,3,The placement opportunities are not sufficient.
FB10987,ST10463,2026-05-31,5,The placement training has been useful.
FB10988,ST10669,2025-11-15,5,The placment training needs serious improvement.
FB10989,ST10062,2025-08-28,5,The practical sessions need complete overhaul.
FB10990,ST10280,2026-08-05,5,The academic resources are very helpful.
FB10991,ST10360,2025-09-16,5,The workload is too high.
FB10992,ST10600,2026-04-16,5,The faculty support could be better.
FB10993,ST10047,2026-08-03,4,The practical sessions are excellent.
FB10994,ST10308,2026-07-25,4,The academic resources are very helpful.
FB10995,ST10851,2025-01-02,5,The practical sessions are excellent.
FB10996,ST10900,2026-02-06,5,The practical sessions are excellent.
FB10997,ST10906,2025-11-10,3,The facilities are satisfactor.
FB10998,ST10651,2024-12-30,5,The academic resources are very helpful.
FB10999,ST10280,2026-03-08,5,The faculty members are very supportive.
FB11000,ST10216,2026-05-13,5,The practical sessions are excellent.
FB11001,ST10017,2024-11-25,5,The workload is too high.
FB11002,ST10662,2024-11-06,5,The placement opportunities are not sufficient.
FB11003,ST10488,2025-06-14,4,The courses are well structured and helpful.
FB11004,ST10424,2026-01-10,5,The academic resources are very helpful.
FB11005,ST10781,2025-11-27,4,The courses are well structured and helpful.
FB11006,ST10552,2025-12-01,5,The academic resources are very helpful.
FB11007,ST10689,2026-07-04,5,The placement training has been useful.
FB11008,ST10397,2025-04-24,4,The academic resources are very helpful.
FB11009,ST10128,2025-09-13,5,I am satisfied with the learning experience.
FB11010,ST10010,2026-07-03,5,The courses are well structured and helpful.
FB11011,ST10697,2025-06-12,5,The faculty support could be better.
FB11012,ST10197,2025-07-09,5,The practical sessions are excellent.
FB11013,ST10828,2025-12-04,3,The courses are okay but could be improved.
FB11014,ST10506,2026-07-30,3,The placment training needs serious improvement.
FB11015,ST10288,2026-02-06,4,The academic resources are very helpful.
FB11016,ST10008,2026-04-02,5,The academic resources are very helpful.
FB11017,ST10114,2025-02-26,5,The placement opportunities are not sufficient.
FB11018,ST10513,2025-03-18,4,The practical sessions are excellent.
FB11019,ST10676,2025-06-23,3,Some aspects of the program are useful.
FB11020,ST10579,2025-05-11,4,The practical sessions are excellent.
FB11021,ST10764,2025-04-03,4,The faculty members are very supportive.
FB11022,ST10903,2025-08-04,4,The faculty members are very supportive.
FB11023,ST10869,2026-05-05,3,Some aspects of the program are useful.
FB11024,ST10630,2024-11-29,5,The practical sessions are excellent.
FB11025,ST10003,2024-12-03,5,The academic resources need improvement.
FB11026,ST10690,2025-07-04,5,The placment training needs serious improvement.
FB11027,ST10875,2025-11-28,5,The practical sessions need complete overhaul.
FB11028,ST10865,2026-02-12,5,The faculty support could be better.
FB11029,ST10125,2026-07-07,3,The learning experience is neither good nor bad.
FB11030,ST10508,2026-03-22,4,The courses are well structured and helpful.
FB11031,ST10049,2025-09-19,5,The placement training has been useful.
FB11032,ST10324,2025-04-07,5,I am satisfied with the learning experience.
FB11033,ST10084,2026-06-03,5,The placment training needs serious improvement.
FB11034,ST10756,2026-02-13,5,The academic resources are very helpful.
FB11035,ST10981,2025-10-17,4,I am satisfied with the learning experience.
FB11036,ST10169,2026-06-17,4,The courses are well structured and helpful.
FB11037,ST10029,2025-04-18,5,The courses are well structured and helpful.
FB11038,ST10861,2026-02-21,5,The courses are well structured and helpful.
FB11039,ST10245,2026-03-13,5,The placment training needs serious improvement.
FB11040,ST10842,2026-08-14,4,I am satisfied with the learning experience.
FB11041,ST10795,2025-10-21,4,The placement training has been useful.
FB11042,ST10641,2025-12-22,4,The courses are well structured and helpful.
FB11043,ST10998,2025-02-02,5,The courses are well structured and helpful.
FB11044,ST10321,2025-01-21,5,The academic resources need improvement.
FB11045,ST10067,2025-01-27,3,The overall experience is average.
FB11046,ST10942,2025-12-15,3,The placment training needs serious improvement.
FB11047,ST10309,2026-02-23,3,The learning experience is neither good nor bad.
FB11048,ST10068,2025-03-31,4,The courses are well structured and helpful.
FB11049,ST10302,2026-02-02,4,The practical sessions need complete overhaul.
FB11050,ST10099,2025-05-13,3,The learning experience is neither good nor bad.
FB11051,ST10239,2026-08-03,3,The academic resources need improvement.
FB11052,ST10639,2026-01-22,5,The placement training has been useful.
FB11053,ST10815,2024-11-29,4,The practical sessions are excellent.
FB11054,ST10348,2026-02-20,3,The overall experience is average.
FB11055,ST10465,2026-01-04,4,The practical sessions are excellent.
FB11056,ST10111,2025-01-03,4,The practical sessions are excellent.
FB11057,ST10608,2025-09-13,3,The courses are okay but could be improved.
FB11058,ST10927,2025-10-13,5,The academic resources are very helpful.
FB11059,ST10364,2026-02-08,5,The academic resources are very helpful.
FB11060,ST10191,2025-12-25,4,The courses are well structured and helpful.
FB11061,ST10131,2025-04-25,5,The placement training has been useful.
FB11062,ST10319,2026-02-20,4,The practical sessions are excellent.
FB11063,ST10151,2024-11-15,5,The practical sessions are excellent.
FB11064,ST10299,2026-03-31,4,The courses are well structured and helpful.
FB11065,ST10059,2025-05-18,4,The practical sessions are excellent.
FB11066,ST10433,2025-10-28,4,I am satisfied with the learning experience.
FB11067,ST10805,2025-08-26,5,I am satisfied with the learning experience.
FB11068,ST10712,2025-11-13,3,The learning experience is neither good nor bad.
FB11069,ST10615,2025-11-04,3,Some aspects of the program are useful.
FB11070,ST10580,2026-01-18,3,The placement opportunities are not sufficient.
FB11071,ST10307,2026-02-20,4,I am satisfied with the learning experience.
FB11072,ST10466,2025-07-08,4,The placment training needs serious improvement.
FB11073,ST10508,2026-01-23,4,The courses are well structured and helpful.
FB11074,ST10710,2026-03-21,4,The practical sessions are excellent.
FB11075,ST10245,2026-07-13,5,The faculty members are very supportive.
FB11076,ST10211,2026-06-02,5,The courses are well structured and helpful.
FB11077,ST10011,2025-10-06,4,The courses are well structured and helpful.
FB11078,ST10146,2025-03-28,5,I am satisfied with the learning experience.
FB11079,ST10045,2026-06-30,5,The workload is too high.
FB11080,ST10203,2026-06-07,5,I am satisfied with the learning experience.
FB11081,ST10737,2025-07-12,4,The practical sessions are excellent.
FB11082,ST10183,2026-05-07,5,I am satisfied with the learning experience.
FB11083,ST10933,2024-08-27,4,The academic resources are very helpful.
FB11084,ST10389,2025-09-28,3,The overall experience is average.
FB11085,ST10347,2024-11-08,3,The faculty support could be better.
FB11086,ST10468,2024-09-06,4,The faculty members are very supportive.
FB11087,ST10964,2025-06-09,5,The practical sessions are excellent.
FB11088,ST10900,2024-12-08,3,The overall experience is average.
FB11089,ST10148,2024-09-28,3,The workload is too high.
FB11090,ST10814,2026-01-20,5,The practical sessions are excellent.
FB11091,ST10712,2024-09-30,5,The practical sessions are excellent.
FB11092,ST10652,2025-01-20,4,The courses are well structured and helpful.
FB11093,ST10875,2025-03-13,5,I am satisfied with the learning experience.
FB11094,ST10254,2026-03-23,4,The faculty members are very supportive.
FB11095,ST10872,2026-04-20,5,The practical sessions are excellent.
FB11096,ST10215,2024-12-21,3,The learning experience is neither good nor bad.
FB11097,ST10810,2025-03-28,3,The overall experience is average.
FB11098,ST10172,2026-01-30,5,The academic resources are very helpful.
FB11099,ST10511,2025-02-28,5,I am satisfied with the learning experience.
FB11100,ST10730,2024-12-09,5,The academic resources are very helpful.
FB11101,ST10733,2026-05-31,5,The practical sessions need complete overhaul.
FB11102,ST10275,2024-10-05,4,The academic resources are very helpful.
FB11103,ST10213,2026-02-05,5,I am satisfied with the learning experience.
FB11104,ST10884,2026-04-19,5,I am satisfied with the learning experience.
FB11105,ST10436,2025-04-04,5,The placement opportunities are not sufficient.
FB11106,ST10161,2025-01-23,5,The faculty support could be better.
FB11107,ST10261,2026-03-26,4,I am satisfied with the learning experience.
FB11108,ST10303,2025-10-12,4,The faculty members are very supportive.
FB11109,ST10598,2024-09-12,5,The practical sessions are excellent.
FB11110,ST10437,2025-05-23,5,The placement training has been useful.
FB11111,ST10377,2026-05-12,5,The faculty support could be better.
FB11112,ST10280,2025-08-04,5,I am satisfied with the learning experience.
FB11113,ST10240,2024-11-05,5,The courses are well structured and helpful.
FB11114,ST10924,2025-12-09,4,The practical sessions are excellent.
FB11115,ST10805,2026-06-23,4,I am satisfied with the learning experience.
FB11116,ST10122,2026-01-24,4,The courses are well structured and helpful.
FB11117,ST10342,2026-03-15,5,The faculty members are very supportive.
FB11118,ST10310,2025-10-28,3,The facilities are satisfactor.
FB11119,ST10196,2026-06-20,3,The courses are okay but could be improved.
FB11120,ST10876,2025-02-08,3,Some aspects of the program are useful.
FB11121,ST10935,2026-03-17,5,The faculty members are very supportive.
FB11122,ST10843,2026-01-02,5,The placement training has been useful.
FB11123,ST10842,2025-10-27,4,The academic resources are very helpful.
FB11124,ST10484,2025-06-16,3,The courses are okay but could be improved.
FB11125,ST10887,2025-02-18,4,I am satisfied with the learning experience.
FB11126,ST10486,2025-09-18,5,The practical sessions are excellent.
FB11127,ST10740,2026-04-19,5,The faculty support could be better.
FB11128,ST10811,2026-04-28,5,I am satisfied with the learning experience.
FB11129,ST10789,2026-04-30,5,The practical sessions need complete overhaul.
FB11130,ST10215,2026-02-09,4,The practical sessions are excellent.
FB11131,ST10384,2025-03-29,5,I am satisfied with the learning experience.
FB11132,ST10966,2026-02-07,3,The learning experience is neither good nor bad.
FB11133,ST10830,2026-01-16,3,The facilities are satisfactor.
FB11134,ST10348,2024-09-23,5,The placement training has been useful.
FB11135,ST10782,2026-08-07,3,Some aspects of the program are useful.
FB11136,ST10307,2025-06-10,4,The courses are well structured and helpful.
FB11137,ST10945,2025-06-15,5,The faculty members are very supportive.
FB11138,ST10391,2025-07-07,4,The placement training has been useful.
FB11139,ST10548,2026-04-22,4,The placement training has been useful.
FB11140,ST10337,2026-02-01,5,The placement training has been useful.
